datetime,open,high,low,close,volume
2024-08-19 15:59:00,225.82001,225.97000,225.75999,225.89999,804335
2024-08-19 15:58:00,225.86000,225.88000,225.67000,225.82001,388312
2024-08-19 15:57:00,225.80000,225.87000,225.72000,225.86000,241418
2024-08-19 15:56:00,225.63499,225.78999,225.58000,225.78999,205758
2024-08-19 15:55:00,225.89000,225.94000,225.56500,225.63879,351973
2024-08-19 15:54:00,225.67999,225.95000,225.64999,225.87000,837549
2024-08-19 15:53:00,225.50000,225.67999,225.49001,225.67999,170959
2024-08-19 15:52:00,225.44000,225.50000,225.22639,225.49500,208680
2024-08-19 15:51:00,225.22501,225.43010,225.21500,225.43010,139135
2024-08-19 15:50:00,225.11501,225.22420,225.11501,225.22279,123908
2024-08-19 15:49:00,225.14999,225.17500,225.10500,225.10500,56679
2024-08-19 15:48:00,225.14000,225.17799,225.13499,225.14000,51686
2024-08-19 15:47:00,225.13000,225.14999,225.10001,225.13000,57650
2024-08-19 15:46:00,225.13161,225.13499,225.03000,225.12000,70925
2024-08-19 15:45:00,225.22000,225.22000,225.10490,225.13000,81013
2024-08-19 15:44:00,225.21001,225.24120,225.20129,225.22000,59442
2024-08-19 15:43:00,225.26010,225.26990,225.18120,225.21500,71808
2024-08-19 15:42:00,225.23500,225.28000,225.19000,225.26500,68226
2024-08-19 15:41:00,225.18491,225.24001,225.13000,225.22000,72795
2024-08-19 15:40:00,225.11000,225.22000,225.11000,225.18500,72982
2024-08-19 15:39:00,225.03000,225.12000,225.02451,225.12000,73722
2024-08-19 15:38:00,225.00500,225.03999,224.95000,225.02499,60414
2024-08-19 15:37:00,225.12000,225.14000,224.96001,225.00500,84626
2024-08-19 15:36:00,225.10001,225.13010,225.08900,225.11501,76689
2024-08-19 15:35:00,225.03000,225.10001,225.00999,225.09000,59405
2024-08-19 15:34:00,224.98000,225.04370,224.97501,225.03000,55302
2024-08-19 15:33:00,224.98000,225.02000,224.95599,224.98000,146683
2024-08-19 15:32:00,224.92999,224.99001,224.89000,224.98000,54533
2024-08-19 15:31:00,224.95000,224.97000,224.92000,224.92000,56987
2024-08-19 15:30:00,224.92500,224.98000,224.89000,224.94009,63699
2024-08-19 15:29:00,224.87000,224.92999,224.87000,224.92999,36486
2024-08-19 15:28:00,224.78000,224.89000,224.75999,224.86501,41407
2024-08-19 15:27:00,224.78000,224.88000,224.77000,224.79500,61353
2024-08-19 15:26:00,224.92999,224.95000,224.80000,224.81000,59613
2024-08-19 15:25:00,224.89861,224.92999,224.88000,224.92360,35263
2024-08-19 15:24:00,224.89999,224.91000,224.88010,224.89999,38737
2024-08-19 15:23:00,224.91000,224.91901,224.84109,224.89500,43860
2024-08-19 15:22:00,224.93159,224.94830,224.86501,224.91000,59060
2024-08-19 15:21:00,224.86000,224.94000,224.81500,224.93401,50357
2024-08-19 15:20:00,224.85500,224.87000,224.83099,224.86000,39985
2024-08-19 15:19:00,224.81030,224.87000,224.81030,224.86000,56745
2024-08-19 15:18:00,224.76500,224.82001,224.75500,224.82001,43231
2024-08-19 15:17:00,224.80029,224.80180,224.73000,224.77000,53477
2024-08-19 15:16:00,224.78999,224.82001,224.77499,224.80000,46022
2024-08-19 15:15:00,224.77000,224.80400,224.75000,224.78999,45641
2024-08-19 15:14:00,224.75999,224.77000,224.74460,224.76500,39625
2024-08-19 15:13:00,224.74010,224.75999,224.74001,224.75999,33233
2024-08-19 15:12:00,224.71500,224.75500,224.71500,224.74500,34328
2024-08-19 15:11:00,224.77000,224.78000,224.70500,224.71500,48009
2024-08-19 15:10:00,224.78500,224.79500,224.73500,224.76680,51953
2024-08-19 15:09:00,224.79500,224.79570,224.78000,224.78500,25801
2024-08-19 15:08:00,224.76390,224.81000,224.76390,224.79601,39765
2024-08-19 15:07:00,224.73000,224.80000,224.73000,224.77000,43621
2024-08-19 15:06:00,224.74001,224.75999,224.68050,224.73000,65275
2024-08-19 15:05:00,224.72000,224.73560,224.67380,224.73000,49708
2024-08-19 15:04:00,224.73000,224.78500,224.72000,224.72501,38303
2024-08-19 15:03:00,224.72990,224.79980,224.72000,224.72000,54285
2024-08-19 15:02:00,224.74001,224.75000,224.71001,224.72141,31504
2024-08-19 15:01:00,224.74800,224.76990,224.72501,224.75000,43261
2024-08-19 15:00:00,224.78000,224.78500,224.67000,224.74001,58061
2024-08-19 14:59:00,224.73109,224.78500,224.73000,224.78500,29477
2024-08-19 14:58:00,224.78500,224.82001,224.73000,224.73000,41492
2024-08-19 14:57:00,224.77530,224.80000,224.75999,224.78000,41815
2024-08-19 14:56:00,224.83000,224.84000,224.77000,224.77600,37918
2024-08-19 14:55:00,224.88010,224.89999,224.82001,224.82500,38598
2024-08-19 14:54:00,224.86000,224.89000,224.84000,224.89000,41674
2024-08-19 14:53:00,224.85500,224.87000,224.81000,224.87000,32784
2024-08-19 14:52:00,224.86000,224.88000,224.83000,224.85500,33605
2024-08-19 14:51:00,224.87000,224.87000,224.79190,224.84990,46675
2024-08-19 14:50:00,224.90500,224.91000,224.82201,224.88000,41092
2024-08-19 14:49:00,224.91499,224.92000,224.87000,224.89999,57972
2024-08-19 14:48:00,224.82001,224.92000,224.80000,224.91991,65887
2024-08-19 14:47:00,224.78979,224.83000,224.71001,224.80000,65520
2024-08-19 14:46:00,224.78999,224.80000,224.77499,224.78999,43035
2024-08-19 14:45:00,224.77499,224.80000,224.75999,224.78000,76005
2024-08-19 14:44:00,224.67000,224.77000,224.67000,224.77000,42961
2024-08-19 14:43:00,224.68030,224.70000,224.65900,224.67999,35300
2024-08-19 14:42:00,224.75500,224.78030,224.67999,224.68500,70709
2024-08-19 14:41:00,224.72000,224.75990,224.67281,224.75169,44907
2024-08-19 14:40:00,224.65500,224.75751,224.64000,224.72000,91000
2024-08-19 14:39:00,224.64999,224.67990,224.64000,224.65511,25528
