datetime,open,high,low,close,volume
2024-08-16 15:45:00,225.83000,226.14000,225.53999,226.10001,2314280
2024-08-16 15:30:00,225.96049,226.14000,225.82001,225.82001,938074
2024-08-16 15:15:00,226.11000,226.21001,225.80000,225.96001,700309
2024-08-16 15:00:00,226.12399,226.19000,225.97000,226.11000,575378
2024-08-16 14:45:00,225.86501,226.16499,225.76360,226.13000,494591
2024-08-16 14:30:00,225.98500,226.17999,225.82001,225.85001,593758
2024-08-16 14:15:00,225.75690,226.00000,225.75690,225.99001,1167634
2024-08-16 14:00:00,226.14000,226.15030,225.63000,225.75999,739743
2024-08-16 13:45:00,226.52000,226.57001,225.96001,226.14000,699575
2024-08-16 13:30:00,226.55000,226.67000,226.39999,226.52400,417010
2024-08-16 13:15:00,226.60010,226.65500,226.36011,226.55000,1229183
2024-08-16 13:00:00,226.61000,226.66000,226.36000,226.61000,732485
2024-08-16 12:45:00,226.64999,226.82710,226.46001,226.60730,1037463
2024-08-16 12:30:00,226.35001,226.69000,226.31000,226.66000,1501231
2024-08-16 12:15:00,226.24001,226.44560,226.10001,226.34000,1192606
2024-08-16 12:00:00,225.91000,226.24001,225.78400,226.23500,1104190
2024-08-16 11:45:00,225.63000,226.03999,225.44000,225.91499,1361656
2024-08-16 11:30:00,224.91000,225.67999,224.91000,225.63000,1410279
2024-08-16 11:15:00,224.42500,225.02000,224.25000,224.91000,1311775
2024-08-16 11:00:00,224.14000,224.50999,223.99500,224.49500,889170
2024-08-16 10:45:00,224.50800,224.56000,223.96609,224.16000,1155164
2024-08-16 10:30:00,224.38000,224.66000,224.25999,224.50000,1144615
2024-08-16 10:15:00,224.75000,225.02000,224.38000,224.39000,1046292
2024-08-16 10:00:00,224.08000,224.86980,224.02000,224.75000,1313410
2024-08-16 09:45:00,224.10001,224.69000,223.97501,224.11501,2821606
2024-08-16 09:30:00,223.92000,224.64999,223.65010,224.11000,6724547
2024-08-15 15:45:00,224.92999,224.92999,223.84500,224.71001,4032523
2024-08-15 15:30:00,225.05499,225.09000,224.88000,224.92999,1032768
2024-08-15 15:15:00,225.08000,225.14000,224.91380,225.06000,837716
2024-08-15 15:00:00,225.11000,225.33000,224.94009,225.07761,899643
2024-08-15 14:45:00,225.08020,225.19000,224.93500,225.11000,1418271
2024-08-15 14:30:00,225.06000,225.18500,225.00999,225.09000,662927
2024-08-15 14:15:00,224.69000,225.14999,224.69000,225.07001,709496
2024-08-15 14:00:00,224.68010,224.83000,224.62000,224.68100,577081
2024-08-15 13:45:00,224.66000,224.80000,224.60049,224.67610,689780
2024-08-15 13:30:00,224.56000,224.87000,224.50999,224.65730,544269
2024-08-15 13:15:00,224.52000,224.70000,224.42000,224.54500,1445337
2024-08-15 13:00:00,224.56010,224.56010,224.24500,224.50999,620713
2024-08-15 12:45:00,224.61000,224.67000,224.35001,224.56500,651886
2024-08-15 12:30:00,225.00000,225.02000,224.45000,224.61000,789630
2024-08-15 12:15:00,224.78999,225.01500,224.73000,224.99500,823831
2024-08-15 12:00:00,224.63260,224.85001,224.58000,224.77000,599270
2024-08-15 11:45:00,224.39999,224.81500,224.28999,224.66000,796569
2024-08-15 11:30:00,224.00999,224.48000,223.85001,224.39500,1013891
2024-08-15 11:15:00,224.50000,224.58000,223.89999,224.00500,1034587
2024-08-15 11:00:00,224.42999,224.61000,224.17000,224.49001,957034
2024-08-15 10:45:00,224.80000,225.34000,224.35001,224.45000,1434885
2024-08-15 10:30:00,224.78000,225.25999,224.70000,224.80000,1890172
2024-08-15 10:15:00,224.71001,224.99001,224.44000,224.78999,1504293
2024-08-15 10:00:00,224.42010,224.78999,223.95000,224.70970,2007081
2024-08-15 09:45:00,223.03000,224.50999,222.98000,224.42999,1930713
2024-08-15 09:30:00,224.55000,224.87000,222.75999,223.03000,4455047
2024-08-14 15:45:00,221.87000,222.35001,221.57440,221.62000,3133057
2024-08-14 15:30:00,221.16000,221.89000,221.15311,221.89000,979316
2024-08-14 15:15:00,220.91051,221.27409,220.91051,221.16000,785581
2024-08-14 15:00:00,221.57001,221.57001,220.81000,220.92030,876944
2024-08-14 14:45:00,221.23000,221.60001,221.00999,221.57001,743464
2024-08-14 14:30:00,221.53000,221.61000,221.17000,221.23489,584205
2024-08-14 14:15:00,221.25000,221.58369,221.20000,221.53999,535796
2024-08-14 14:00:00,221.25999,221.72000,220.91000,221.25000,1047928
2024-08-14 13:45:00,221.34000,221.76900,221.27000,221.27000,889964
2024-08-14 13:30:00,221.16000,221.49001,221.09039,221.34000,626165
2024-08-14 13:15:00,221.31580,221.39000,220.99001,221.17500,640094
2024-08-14 13:00:00,221.03000,221.46001,220.88000,221.32001,1170788
2024-08-14 12:45:00,220.58000,221.03999,220.38000,221.03000,846435
2024-08-14 12:30:00,221.32001,221.35001,220.58000,220.58000,988628
2024-08-14 12:15:00,222.40500,222.44991,221.01500,221.30499,1372203
2024-08-14 12:00:00,222.97000,222.97000,222.35001,222.41000,841177
2024-08-14 11:45:00,222.39999,223.03000,222.39999,222.97009,881023
2024-08-14 11:30:00,222.55000,222.89000,222.39000,222.39999,935396
2024-08-14 11:15:00,222.25000,222.56000,222.20000,222.55870,864267
2024-08-14 11:00:00,221.69501,222.28999,221.60001,222.25000,1267633
2024-08-14 10:45:00,221.41000,221.72600,221.27000,221.69009,1092996
2024-08-14 10:30:00,221.11000,221.48000,220.45500,221.39999,1292931
2024-08-14 10:15:00,221.44000,221.70000,220.95000,221.11040,1248147
2024-08-14 10:00:00,220.94501,221.44040,220.69000,221.42999,1345034
2024-08-14 09:45:00,221.47000,221.67500,220.68140,220.95000,1785622
2024-08-14 09:30:00,220.56500,222.02000,219.70000,221.46001,5943203
2024-08-13 15:45:00,220.78951,221.28000,220.56261,221.27000,2835241
2024-08-13 15:30:00,220.67000,220.89500,220.42000,220.78999,1007461
2024-08-13 15:15:00,220.72000,220.92999,220.53999,220.66000,822621
2024-08-13 15:00:00,221.23000,221.30000,220.71001,220.72200,701662
2024-08-13 14:45:00,221.33501,221.48489,221.20641,221.23000,488724
2024-08-13 14:30:00,221.24609,221.42999,221.20000,221.33000,546253
2024-08-13 14:15:00,221.10001,221.38000,220.71001,221.21800,666146
2024-08-13 14:00:00,220.92999,221.18500,220.75999,221.09500,657829
2024-08-13 13:45:00,221.42000,221.45000,220.56500,220.91010,928514
2024-08-13 13:30:00,221.69000,221.89000,221.30740,221.42000,787759
2024-08-13 13:15:00,221.76401,221.78999,221.55000,221.69000,558080
2024-08-13 13:00:00,221.57001,221.80000,221.39999,221.77000,865013
2024-08-13 12:45:00,221.38000,221.59000,221.34120,221.58990,755865
2024-08-13 12:30:00,221.09000,221.39500,220.96001,221.38499,646522
2024-08-13 12:15:00,221.12500,221.43990,221.04100,221.11050,619917
2024-08-13 12:00:00,221.11000,221.21001,220.92000,221.12000,701376
2024-08-13 11:45:00,221.22000,221.59869,221.00999,221.12030,1566429
2024-08-13 11:30:00,221.05000,221.25000,220.89000,221.21001,803521
2024-08-13 11:15:00,221.38499,221.42999,220.97000,221.05499,831612
2024-08-13 11:00:00,220.99001,221.50000,220.91240,221.39000,1078527
2024-08-13 10:45:00,220.44000,221.07010,220.26060,220.97000,1299636
2024-08-13 10:30:00,220.99500,221.00000,220.31000,220.42999,1115481
2024-08-13 10:15:00,220.78000,221.12000,220.30000,221.00000,1187917
2024-08-13 10:00:00,221.13000,221.71001,220.72000,220.80000,1764454
2024-08-13 09:45:00,220.44000,221.31000,220.12000,221.13000,2242335
2024-08-13 09:30:00,219.10500,221.47000,219.00999,220.42110,6662922
2024-08-12 15:45:00,216.91400,217.63000,216.59000,217.55000,2219616
2024-08-12 15:30:00,217.03999,217.19000,216.78000,216.92000,960071
2024-08-12 15:15:00,217.12000,217.27499,216.98000,217.03000,754212
2024-08-12 15:00:00,217.39999,217.42999,216.96001,217.11000,771314
2024-08-12 14:45:00,217.03500,217.42000,216.92000,217.38519,588454
2024-08-12 14:30:00,216.70000,217.09000,216.59500,217.00999,543884
2024-08-12 14:15:00,216.87000,217.03999,216.58000,216.74500,614960
2024-08-12 14:00:00,216.85001,217.04849,216.53000,216.89999,643516
2024-08-12 13:45:00,216.99001,217.11990,216.48000,216.84500,869434
2024-08-12 13:30:00,217.25000,217.45500,216.91000,217.00999,800916
2024-08-12 13:15:00,217.42000,217.70000,217.14000,217.24770,940996
2024-08-12 13:00:00,217.19000,217.47971,217.03000,217.41010,864579
2024-08-12 12:45:00,218.09000,218.30679,217.17999,217.19000,733160
2024-08-12 12:30:00,217.97000,218.34000,217.89999,218.08000,837773
2024-08-12 12:15:00,218.11000,218.21741,217.80000,217.98000,759514
2024-08-12 12:00:00,218.72000,218.75740,218.11000,218.11000,782841
2024-08-12 11:45:00,217.77499,218.75000,217.56500,218.73010,1014031
2024-08-12 11:30:00,217.79480,217.86000,217.35001,217.76010,1516515
2024-08-12 11:15:00,219.05499,219.14999,217.14999,217.81000,1719219
2024-08-12 11:00:00,218.64000,219.50990,218.61850,219.05290,1360851
2024-08-12 10:45:00,218.31000,219.09000,218.30000,218.61000,1343142
2024-08-12 10:30:00,218.44000,218.75000,218.14999,218.31500,1362286
2024-08-12 10:15:00,217.88000,218.71500,217.66200,218.45000,1816113
2024-08-12 10:00:00,217.03000,217.89000,216.88000,217.87000,1630980
2024-08-12 09:45:00,216.70580,217.12000,216.65640,216.99240,1599621
2024-08-12 09:30:00,216.00000,217.64999,215.60001,216.67000,3499175
2024-08-09 15:45:00,216.25000,216.60001,215.34000,216.30000,3798561
2024-08-09 15:30:00,216.25999,216.61501,216.10001,216.25000,1440157
